molecule,smiles,validity,unique,novelty
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823e580>,CCCCCCCCCCCCCCCC(C)CC(C)C,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823e5d0>,CCCCCCCCCCCCCCC(C)C(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823e620>,CCCCCCCCCCCCCCCC(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823e670>,CCCCCCCCC(C)C(C)C(C)CCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823e6c0>,CCCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823e710>,CCCCCCCCCCCCC(C)C(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823e760>,CCCCCCCCCCCCCCC(C)C(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823e7b0>,CCCCCCCCCCCCCCC(C)C(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823e800>,CCCCCCCCCC(C)CC(C)C(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823e850>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823e8a0>,CCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823e8f0>,CCCCCCCCCCCCCC(C)CC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823e940>,CCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823e990>,CCCCCCCCCCC(C)CCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823e9e0>,CCCCCCCCCCCCCC(C)C(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823ea30>,CCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823ea80>,CCCCCCCCCCCCCCCCCCCC(C)C,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823ead0>,CCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823eb20>,CCCCCCCCCCCCCC(C)CCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823eb70>,CCCCCCCCCCCCCCCCC(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823ebc0>,CCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823ec10>,CCCCCCCCCCCCCCCC(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823ec60>,CCCCCCCCCC(C)CCCC(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823ecb0>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823ed00>,CCCCCCCCCCCCCCCCCCCC(C)C,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823ed50>,CCCCCCCCCCCC(C)C(C)CCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823eda0>,CCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823edf0>,CCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823ee40>,CCCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823ee90>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823eee0>,CCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823ef30>,CCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823ef80>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823f030>,CCCCCCCCC(C)C(C)C(C)CCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823f080>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823f0d0>,CCCCCCCCCCCCCC(C)C(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823f120>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823f170>,CCCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823f1c0>,CCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823f210>,CCCCCCCCCCCCC(CC)CCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823f260>,CCCCCCCC(C)C(C)CCCC(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823f2b0>,CCCCCCCC(C)C(C)CC(C)CCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823f300>,CCCCCCCCCCCCCC(C)CCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823f350>,CCCCCCCCCCCCCCCCC(C)C(C)C,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823f3a0>,CCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823f3f0>,CCCCCCCC(C)C(C)C(C)C(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823f440>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823f490>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823f4e0>,CCCCCCCCCCCCCC(C)C(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823f530>,CCCCCCCCCCCCCCCC(C)C(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823f580>,CCCCCCCCCCCCCC(C)C(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823f5d0>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823f620>,CCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823f670>,CCCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823f6c0>,CCCCCCCCCCCCCC(C)CCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823f710>,CCCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823f760>,CCCCCCCCCCCC(C)C(C)CCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823f7b0>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823f800>,CCCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823f850>,CCCCCCCCCCCCCC(C)CCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823f8a0>,CCCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823f8f0>,CCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823f940>,CCCCCCCCCCCCC(C)C(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823f990>,CCCCCCCCCCCC(C)CCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823f9e0>,CCCCCCCCCCCCCC(C)CCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823fa30>,CCCCCCCCCCCCC(C)C(C)CCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823fa80>,CCCCCCCCCCCCCCCCC(C)C(C)C,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823fad0>,CCCCCCCC(C)C(C)CCCC(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823fb20>,CCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823fb70>,CCCCCCC(C)C(C)C(C)CC(C)CCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823fbc0>,CCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823fc10>,CCCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823fc60>,CCCCCCCCC(C)C(C)CCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823fcb0>,CCCCCCCCCC(C)C(C)CCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823fd00>,CCCCCCCCCCC(C)CCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823fd50>,CCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823fda0>,CCCCCCC(C)C(C)C(C)CC(C)CCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823fdf0>,CCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823fe40>,CCCCCCCCCCC(C)C(C)C(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823fe90>,CCCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823fee0>,CCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823ff30>,CCCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823ff80>,CCCCCCCCCCCCCC(C)CC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8240030>,CCCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8240080>,CCCCCCCCCCCCCCCCC(C)C(C)C,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82400d0>,CCCCCCCCCCCCCCCC(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8240120>,CCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8240170>,CCCCCCCCCCCCCCCC(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82401c0>,CCCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8240210>,CCCCCCCCCCCCCC(C)C(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8240260>,CCCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82402b0>,CCCCCCCCCCCC(C)CC(C)CCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8240300>,CCCCCCCC(C)C(C)C(C)C(C)C(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8240350>,CCCCCCCCCCCCCCCC(C)C(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82403a0>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82403f0>,CCCCCCCCCCCCCC(C)CC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8240440>,CCCCCCCCCCCCCC(C)CC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8240490>,CCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82404e0>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8240530>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8240580>,CCCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82405d0>,CCCCCCCCCCCCCC(C)CC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8240620>,CCCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8240670>,CCCCCCCCCCCCCCCC(C)C(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82406c0>,CCCCCCCCCCCCCCCC(C)CCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8240710>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8240760>,CCCCCCCCCC(C)CC(C)C(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82407b0>,CCCCCCCCCCCCCCCC(C)C(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8240800>,CCCCCCCCCCCCCCCC(C)C(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8240850>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82408a0>,CCCCCCCCCCC(C)CC(C)CCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82408f0>,CCCCCCCCCCCCC(C)CCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8240940>,CCCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8240990>,CCCCCCCCCCCCC(C)CCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82409e0>,CCCCCCCCCCC(C)C(C)CCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8240a30>,CCCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8240a80>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8240ad0>,CCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8240b20>,CCCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8240b70>,CCCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8240bc0>,CCCCCCCCCCCCCCC(C)C(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8240c10>,CCCCCCCCCCCCCCCC(C)C(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8240c60>,CCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8240cb0>,CCCCCCCCCCCCCCCC(C)C(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8240d00>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8240d50>,CCCCCCCC(C)C(C)C(C)CCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8240da0>,CCCCCCCC(C)CC(C)C(C)CCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8240df0>,CCCCCCCCCCCCCCCC(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8240e40>,CCCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8240e90>,CCCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8240ee0>,CCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8240f30>,CCCCCCCCCCCCCC(C)C(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8240f80>,CCCCCCCCCCCCCCC(C)CCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8241030>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8241080>,CCCCCCCCCCCCCCC(C)C(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82410d0>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8241120>,CCCCCCCCCCCC(C)CC(C)CCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8241170>,CCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82411c0>,CCCCCCCCCCC(C)CCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8241210>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8241260>,CCCCCCCCCCCCCCCCC(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82412b0>,CCCCCCCCCCCCCCC(C)C(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8241300>,CCCCCCC(C)CCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8241350>,CCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82413a0>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82413f0>,CCCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8241440>,CCCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8241490>,CCCCCCC(C)C(C)CCC(C)C(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82414e0>,CCCCCCCCCCCCCCC(C)CCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8241530>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8241580>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82415d0>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8241620>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8241670>,CCCCCC(C)CCCC(C)CCC(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82416c0>,CCCC(C)CCCC(C)CCCC(C)C(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8241710>,CCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8241760>,CCCCCCCCCCCCCC(C)C(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82417b0>,CCCCCCC(C)C(C)C(C)CC(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8241800>,CCCCCCCCCCCCCCCC(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8241850>,CCCCCCCCCCCCCCC(C)C(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82418a0>,CCCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82418f0>,CCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8241940>,CCCCCCCCCCCCCCCC(C)C(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8241990>,CCCCCCCCC(C)C(C)CC(C)CCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82419e0>,CCCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8241a30>,CCCCCCCCCCCCC(C)C(C)CCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8241a80>,CCCCCCCCCCCCC(C)CC(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8241ad0>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8241b20>,CCCCCCCCCCCCCCCC(C)C(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8241b70>,CCCCCCC(C)CCC(C)CCCCCC(C)C,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e823de90>,CCCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8241c10>,CCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8241c60>,CCCCCCCCCCCCC(C)CC(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8241cb0>,CCCCCCCCCCCCCCCC(C)C(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8241d00>,CCCCCCCCCCCC(C)CCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8241d50>,CCCCCCCCCCCCCC(C)CCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8241da0>,CCCCCCCCCCC(C)CCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8241df0>,CCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8241e40>,CCCCCCCCCCCC(C)C(C)CCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8241e90>,CCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8241ee0>,CCCCCCCCCCCCC(C)CCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8241f30>,CCCCCCCCCCC(C)CCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8241f80>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8242030>,CCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8242080>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82420d0>,CCCCCCCCCCCCCC(C)C(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8242120>,CCCCCCCCCCCCC(C)C(C)CCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8242170>,CCCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82421c0>,CCCCCCCCCCCCC(C)C(C)CCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8242210>,CCCCCCCCC(C)C(C)C(C)CCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8242260>,CCCCCCCCCCCCCC(C)CCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82422b0>,CCCCCCC(C)C(C)C(C)C(C)CCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8242300>,CCCCCC(C)CCCC(C)CCC(C)CCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8242350>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82423a0>,CCCCCCCCCCCCCCCCCC(C)CC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e82423f0>,CCCCCCCCCCCCCCCCC(C)CCC,1.0,0.041,0.84
<rdkit.Chem.rdchem.Mol object at 0x7fc6e8242440>,CCCCCCCCCCCCCCCCCCCCCCC,1.0,0.041,0.84
