molecule,smiles,validity,unique,novelty
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecdad0>,BOC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecdbc0>,CCC1OC2(CCC=O)C(=O)CCC1C2=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecdb70>,CN(C(OS(C)=O)C(F)(F)F)[Si](C)(F)C(C)(F)F,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecdc10>,CCC[Si](C)(CCC(Cl)B1OCCO1)C(CC)CC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecdcb0>,CCC1(P)C(P(=O)(Cl)Cl)C1(C)C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecdc60>,COSN(C)C(Br)CF,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecdd50>,CCSC(C)CN(CCCl)CC1CC2CCC1C2,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecdda0>,CC(=O)[C]1CSCC1CSC1P=P1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecdd00>,COC(C)CC[Si](C)(OC)C1CCCCC1C[Si]=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecddf0>,CCN(C=O)[Al]N([SiH](C)C)[Si](C)([SiH2])CC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecde90>,CC(CCl)CCS(C)(C)Cl,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecdee0>,COS(=O)OC(F)CC1(C)CC2CCCC(C2)C1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecdf30>,CCOCC(F)C1CB=P1=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eca710>,CCCC(CC)C(=O)C(C(C)C=O)S(C)(=O)=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ece030>,CCCCCCN(Cl)S(C)(=O)=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecde40>,CC(C#N)S(=O)(=O)C1C2CC(C=O)CC(=O)N21,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ece0d0>,COCCCC1CN(C)CC(C)C(C)OC(=O)O1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ece080>,CCS#[Al]O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ece170>,CCC(CCOC(C)CCC(=O)CC[Al])OC=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ece120>,CC(CC[SH](OC#N)O[Si](C)(C)C)C[Si](C)(C)C[AlH2],0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ece1c0>,CCCC12OC(=O)OC1(CN(C)S(C)(=O)=O)C2CC[N]O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ece260>,COC1([BrH][CH][N][CH]N)CC1C[O-],0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ece2b0>,CCCCS(=O)(=O)CCN(C#N)C(C)C#N,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ece300>,CSC(SCC#N)C(=O)OC[Si](C)(C)C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ece350>,CCC1CC(=O)CNN(CCCCC=O)C1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ece3a0>,C#C[C@@H]1CCC[C@H]1NC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ece210>,[CH][CH][CH][CH][CH2:1][B]C(Cl)CSC#[Si]C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ece440>,CCCO[Si](OCCCSC)SCCC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ece3f0>,CCCCC(=O)CC(=O)OBO[Si](=O)[Si]CC=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ece4e0>,C[C@H]1C[C@H](C[SH]=O)CCS1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ece490>,[CH][C@H](C)[C@H]1[CH]N(CC)CCN1OCOCC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ece580>,CC(C=O)[Si](C)OC#N,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ece530>,C[Si](C)[Si](C)(C[C]Cl)CCBC(C)([P])Cl,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ece5d0>,CN1C[B]C(OC(=O)OC[CH][CH][SiH3])CC[SiH]1C(C)(C)C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ece670>,CCS(=O)(=O)C1CCS(=O)(=O)C1P(C)C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ece6c0>,CCC1CCOC12CCC(COC(C)=O)CC2,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ece620>,CC(SCCN(C)C)C(=O)OC(=O)OC(C)(C)C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ece710>,COS(=O)(=O)C1S(=O)(=O)C(=O)CCC[SH]1(=O)[CH2:1],0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ece760>,CF,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ece800>,CCC(C#N)(C#N)C1OC2C(=O)COSC21,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ece7b0>,C[C@@H]1[C@H]2CSN([SiH3])[C@@H]1[C][ClH]2,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ece850>,[B]B[SiH3]C[Si](Cl)[SiH](C)C[Si](Cl)[Si]Cl,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ece8a0>,COOC(=O)C(Cl)(Cl)CC1C(Cl)C2SC2C1C=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ece940>,COCC(=O)CCC(C)C(C)CC(C)N(C)P=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ece990>,CC(=O)CC1(F)CC2CS(=O)(=O)OC21,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ece9e0>,CCC(=O)S(=O)(=O)CF,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecea30>,CCCC1C(=O)C[BrH]C(F)C(=O)C1F,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecea80>,CCCOCOC(=O)OC(=O)CC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ece8f0>,CN1C(C)(C)C1(COCC#N)COC(C)(C)C[Cl+],0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecead0>,CC(C)CS(=O)CC(CCBr)CO[Si](C)(C)C(C)(C)C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eceb20>,CC#SSC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eceb70>,[C]1CC[CH]CC1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecebc0>,[BH]C=CN1CC2(C#N)C(C(C=O)CC)C1CN2C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecec10>,CSPSSC#N,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ececb0>,CCC(C#N)(CCl)CCCCCO,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecec60>,COC(=O)OC(C1OC1=O)N(C)C[SiH](OC)OC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eced50>,CCCC(CC)[SiH2]Cl,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eced00>,CBS1(CC)C(CCCC[O])C2(C)CC(=O)CCCC21,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecedf0>,COBC1(C)CC(Cl)(Cl)C(SC)O1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eceda0>,CC1C(CCN(C)C2COC(=O)OC2)CCC1N(C)C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecee90>,Cn1c(N)cc([NH])c1N,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0eceee0>,N=C(O)[C]1SCC[SH]1[N]SBr,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecee40>,CCC1CCCS(=O)(=O)S(=O)(=O)C2NCC2C1[AlH],0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecef80>,C[CH]CB(CC)[Si](C)(C)C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecb030>,CC(=O)OC(C)C(F)(F)F,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecef30>,CCN(C(C)COC)C(C(=O)CC=O)C(=O)N(C)C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecb0d0>,CCO[Si](OCC)OCO[Si](OC)(OCC)OCC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecb120>,CC(C[S])CPCCOC(=O)ON(C)C=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecb170>,N[C@H]1C[CH]N[SiH2]OC1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecb080>,COC(=O)C1(F)CCC(CS(=O)(=O)F)C2CCC1C2,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecb210>,CSC1=NN=CC(=S)[CH:2][O:8]1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecb1c0>,CCN(CCl)CCCl,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecb260>,CC[Si]1(OC2(SC#N)CCCC2(C)C)CCCCN1C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecb300>,CCOC(=O)CS(=O)Cl,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecb350>,COC1CCC(C[AlH]CC(=O)F)N1C1CCCC1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecb2b0>,CC(CN(C)OC(=O)C1C2(C)CC(C)(C)C12C)C(C)(C)C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecb3a0>,CCCCCBCCF,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecb440>,CNc1cscc1OCCOCCOCCOC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecb3f0>,CC(=O)C1N(C)C2(C[CH]S1(=O)=O)CC(C)(C(C)=O)C2,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecb490>,COC(=O)CC1OCO1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecb4e0>,CC(=O)CS(=O)(=O)COS(=O)(=O)N1C(=O)CCC1=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecb580>,CCOC(=O)COBSCC(F)(F)F,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecb5d0>,CC[B]B1[B][B][B]CC1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecb620>,CC(Cl)CCC(C)CC(C)(F)C(Cl)Cl,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecb530>,CCCCC(C)[N][N]OCN(C)C(C)(C)CS(C)(=O)=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecb6c0>,C[C@@]12C[CH][CH][C]1COC2=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecb710>,CC(=O)SCCC1CC2OS(=O)N(S1)C2C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecb670>,CCC12OC(C)(C)C1S(=O)(=O)CS(=O)C2[Si](C)C[N][C]=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecb760>,CC(C=O)N(C=O)C1COC1C1COC(=O)O1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecb7b0>,CBOCC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecb850>,CCCCCC12OC1C1OC(=O)OCC1C2(C)CCC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecb800>,CCOCC(C(CC[AlH2])N(C)C[SiH]C)S(C)(=O)=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecdf80>,CCB(Cl)P(Cl)Cl,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecb8a0>,C[CH]C1CC1PCC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecb990>,CSC(Cl)CSCF,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecb940>,C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecba30>,CS[C@H]1C=COC(C(Cl)(Cl)Cl)=C1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecba80>,CO[Si](CC1OCO1)(OC)OC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecbad0>,CC1CCC2=C3C=CC=CC2=NO[C]3OO1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecbb20>,[C]CCSCCC(C)OB(OC)OCC(=O)OC(C)C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecbb70>,CCSCCC1SCC(C(=O)OC)N1C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecbbc0>,CCC(C)CSCCCC(=O)CCl,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecbc10>,CCCC([Si])C(C)S(=O)OC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecbc60>,CCCC1(C)CCC2[B]CCC2C1C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecbcb0>,CCCC1CN(PCC)C[B]C1=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecb9e0>,CCC(COC(=O)OCC(CC(C)C)CN(C)C)N(C)C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecbd50>,C#C[SiH][Si]C(C)[Si](C)(C)C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecbd00>,CCN(Cl)[CH]N(C=O)OC(=O)OC(C)(C)C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecbda0>,CC(C[C@@H](C)C[N]F)OO[Si]OOC(C)(CC[O])OOCC#N,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecbe40>,CCC1[Si]C[C][SiH2]C2CO[B]C12,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecbdf0>,CCSCC(=O)O[NH],0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecbe90>,CCCC(CC)CN(C)S(=O)(=O)OCS(C)(=O)=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecbee0>,COCCCCC1=C(OCl)[C](OC)C=C(Cl)[Al]1Cl,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecbf80>,CS(=O)(=O)C[SiH3]Cl,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ed2030>,CCCOC1CCCC2C1C2[Si](C)Cl,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ed2080>,CCCCC(=O)OC(=O)CCCC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ed20d0>,CN[C@@H]1OCC[C@H]1OC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ed2120>,CSC[SH](=O)(OC(C)=O)SCCl,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ed2170>,CC1=N[C][C](C#N)N1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecbf30>,CC(C#N)C1OCCCC2C[SiH][Al]OC3OC3C21,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ed21c0>,COC1CC1C1(C)N(C(C)=O)CCSS1(=O)=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ed2260>,N[C:4]C1[CH]CCOC1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ed22b0>,CCOC(=O)OC1NS(=O)CO1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ed2210>,CC1CCCCS(=O)C1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ed2300>,C[SH](N)F,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ed23a0>,COOC1CC2C3CC(C)(C(=O)OC)C3C12,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ed23f0>,C[Si](#N)C[SiH2],0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ed2440>,CCC(CS(=O)CCCl)C(=O)OC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ed2490>,C[B]CSB1OC2C(CSCC)C2O1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ed2350>,COC1C(=O)CN(C)S(=O)(=O)S(=O)(=O)COC1=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ed2530>,COSC(F)(C=O)P(=O)(OC)OC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ed2580>,CC[BrH]C(=O)OC(C)=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ed24e0>,CCO[Si]PC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ed25d0>,C[C@@H]1[C@@H](OC[N][C]F)N(C)CCN1C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ed2620>,CSCCSSC1CSC1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ed2670>,CC(=O)[C][CH][C]([C]S(=O)(=O)C(C)(C)C)OP(C)C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ed2710>,CC(Cl)CCCS(=O)(=O)[ClH]Cl,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ed26c0>,CC[PH]1(B2OC(C)(C)C[PH]2(=O)OC(C)(C)C)OC1C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ed27b0>,CCC1CC2OC1OC(=O)OCC2N(C)C(C)=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ed2800>,C[CH]SCCCC(=O)OCl,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ed2850>,CC(=O)C(CCC(C=O)C(C)C)C(C#N)C=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ed28a0>,CC1CC(CCCl)C(C)S1(=O)=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ed2760>,CC(C)C(C=O)C12CC(C)C(CS(=N)(=O)C1)O2,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ed2940>,C#CC1=CN(C)C=C[C@H]1N,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ed28f0>,CCOC(=O)COC(=O)OCCOC(CN(C)C)C(C)C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ed29e0>,CC([Al])CB(Cl)Cl,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ed2990>,CCOC(=O)OC(C)(CS(C)(=O)=O)C(=O)OC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ed2a80>,CCC(CSC)(OC(C)=O)N(C)S(=O)CCl,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ed2a30>,CC1OCS(=O)(=O)CC(=O)OC2(CCOC2)C1=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ed2b20>,CSC1C(Cl)(Cl)C12CC2,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ed2b70>,C#C[C@@]1(c2ccccc2)COCCO1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ed2bc0>,CCN(C=O)CC(CCCOC)COC(=O)OC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ed2c10>,CC(=O)C(CN(C)C(C)=O)S(C)=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ed2c60>,CCCN(SCC)S(=O)[Si]Cl,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ed2cb0>,CCCN1C(COOC)CSCC1(C)C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ed2ad0>,CF,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ed2d50>,C[C][C](C)[PH]#[Si]=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ed2d00>,CCCN1CC12CO2,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ed2da0>,CSB1OCC(C#N)O1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ed2df0>,CBOCC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ed2e90>,CCN1CC1CCCC1OC(=O)OCC1OC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ed2e40>,COC(=O)N(CC#N)C1CC(=O)N(CC=O)OC(=O)O1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ed2ee0>,CSCCSSSC[Si],0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ed2f30>,CCS(=O)(=O)OC1CCCC(C=O)CC1[ClH]P[O:8],0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecf030>,CCC1(N2CCC2)OC(=O)O1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ed2f80>,COC(=O)OCCC1C(C(=O)OC)N(C)S1(=O)=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecf080>,CC(C)N(C)C(=O)ON1CCC2(C1)OC(=O)O2,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecf0d0>,CC(C)CC(F)F,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecf120>,CCN(CCl)C1CSCCC1(C)C(=O)OC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecf1c0>,CCC(CC1CC1)(OC)C(=O)OF,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecf260>,CCCS(=O)(=O)CCCCC(C)CCl,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecf210>,CCC(CCC=O)COSO[Si](C)(C)C(C)(C)C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecf2b0>,CCCC1(C(CN(C)CC)C2COC(=O)O2)CC1PP,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecf300>,COCCCC#N,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecf350>,CBS[P@]CC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecf3f0>,C=C1C(c2ccccc2)CC2C=CC12C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecf3a0>,CCC1N2CC(=O)C(C)(C#N)CS(=O)(=O)C12C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecf440>,CCC(OC)P(C)C,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecf4e0>,CCC(C)CC(C#N)(COC(C)=O)N(C)C=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecf490>,C[C](F)Cl,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecf580>,CC(Cl)(Cl)CC(F)Cl,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecf5d0>,CC(C#[N+][O-])OCC(CC(=O)OC=O)C(C)C#N,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecf620>,COS(=O)C12CC3CCC3C1C2(Cl)Cl,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecf670>,COC1=NN(c2ccccc2)[C@@H](C#N)C1=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecf530>,CS(=P)SCF,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecf6c0>,CC1N2CC3C(C)(C2)C(=O)C(C1(Cl)Cl)C3(C)C=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecf760>,C[CH]C([CH][CH2:3]C=O)CCCCC=O,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecf7b0>,S=[PH]1(CP2CC2)CSPP[Mg]1,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecf710>,CCCCOOCSOC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecf850>,CCC(C)SC(=O)C(CCl)OP(=O)(OC)OC,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecf800>,CCC(=O)S(=O)(=O)CC(C(=O)OC)S(=O)(=O)C#N,0.406,0.984,0.976
<rdkit.Chem.rdchem.Mol object at 0x7f57c0ecf8f0>,CCC(C1COC(=O)CC2OC21)S(C)(=O)=O,0.406,0.984,0.976
