molecule,smiles,condition,validity,unique,novelty
<rdkit.Chem.rdchem.Mol object at 0x7f54dc182170>,CCCCC1C(C(C)C)C2C1C1C3CCC3C12C#N,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc182260>,CC(C)C(C)O[Si](C)(C)C(Cl)C(C)C1(C)CCC1,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1822b0>,CCC1CCC(F)(C(C)C(C)CC(F)C(C)F)CC1,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc182300>,CC(C)C1C(C#N)C1C1C(C)S(=O)(=O)C1C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1823a0>,CC(C)CC1CC2CC(C(F)(F)F)CC1(C)C2,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1823f0>,CCCC(F)CC(C)C1CCC(C)C(F)C1F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc182350>,CCC12C(C3C4C(CN4C)CC31C)C2S(C)(=O)=O,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc182490>,CCC(CCCC(C)C(C)CC(F)CC(F)F)SC#N,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1824e0>,CCCCC(CCC(C)C)C(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc182530>,CCC(C)CC(CC(C)CC#N)CC(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc182580>,CCC(C)(C)C(C(C)C#N)C(C)(C)C(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1825d0>,CC(C)CCCCC(C)CCC(C)C(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc182440>,CC(CC1COC1C)C(=O)C(C)(C)C(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc182670>,CCOOCS(=O)(=O)C(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc182620>,CCN(C)C12CC(C=O)C13C(C)(C)C(C)C23C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1826c0>,CC1CC2C3CC(C2C1C)C1C(C2CC2F)CC(C)C31,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc182760>,CCC(C)CCCCCCCCC(C)(F)CC(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc182710>,CCCC(CO[Si](C)C(C)(C)C)C(C)C(C)C(C)C(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc182800>,CC(CF)(CF)C(F)(F)CCCCCCCCF,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1827b0>,CCC1CC(S(C)(=O)=O)C(C(F)(F)F)C1OC,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1828a0>,CSCC(CCCCC(C)F)C(C)C(C)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc182850>,CCCC(C)O[Si](C)(C)[Si](C)(C)O[Si](C)(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc182940>,CCC1(C(C)C(=O)C(F)(F)F)OC1(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1828f0>,COC(=O)CC1CCC(F)(F)C(C)(C)C1(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1829e0>,CCC1CC2OC1C(C(F)(F)F)C2(C=O)CC,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc182a30>,CCC1(C)C(C)CCCC(F)C1(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc182a80>,CC(CCC(F)F)C(C#N)CC(C)(C)C(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc182ad0>,CCC(C)(C)C1C2CC(C)(C(C)C)C21C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc182990>,CCS(=O)(=O)C1C(C(C)C#N)C1C(C)C(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc182b70>,CCC(C)(C)CC(C)CC(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc182bc0>,CCC(Cl)C(C)C(C)(C)C(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc182b20>,CC(C)C(C)C(C)O[Si](C)(C)C(C)(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc182c10>,CC(C)S(=O)(=O)C(C)(C1CCCC1)[Si](C)(C)C(C)(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc182cb0>,CCC12CCC1(C(C)C)C1C(C)C12C(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc182d00>,CCC(CCC(C)CC(F)F)CC(=O)C(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc182c60>,CC(C)C12C(C)(C)N[PH](=O)C1(C)C2(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc182d50>,CCC(C)C(C)C(C)C(CC(C)C)(CC(C)C)C(C)(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc182df0>,CC(CCCC(CCF)C(F)F)CCC(F)CF,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc182e40>,CCC(C)C1C(C)CCCC1C(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc182e90>,CC1C(C)C2C1CC1C(C)C2(C)C1C#N,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc182da0>,CC(C)SC1CC1(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc182ee0>,CCC1[Si](C)(C)C2CCCCC2[Si]1(C)[Si](C)(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc182f30>,CC(F)(F)CCC(=O)C(C(C)(C)C)C(C)(C)CF,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc188030>,CCC1C2C(C)C2C(C#N)(C(C)C)C1CC,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc182f80>,CCC(C(C)C)C(C)C(CC)C(C)(C)C(C)CC(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1880d0>,CCCCC(C)C(F)(F)C(C)S(=O)(=O)CC,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc188120>,CCC(C)CC(C)CCCC(CC)C(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc188170>,CCCCC(C)C(C)CC(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1881c0>,CC(C)C(C)(C)CCC(C=O)CC(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc188210>,CSCCC(F)C(F)C(C)SC,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc188260>,CCCCC(Cl)C(F)(F)S(=O)(=O)OC,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc188080>,CCC(C)(C)C1(S(=O)(=O)C(C)(C)C)C(C)C1C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc188300>,CCC1C(C)C23CC(C)C(C)(C2C)C13C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc188350>,CCC(C)C(Cl)C(C)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1883a0>,CCC1C(C#N)C2C3CC1C1C2C31C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1883f0>,CCC(C)(C)C1C2CC3(C)C(C)C3C21,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1882b0>,CC1CC(S(=O)(=O)C(C)C(F)(F)F)CC1C=O,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc188490>,CCC(CCS(=O)(=O)CC)C(C)C(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc188440>,CCC(CC)C(C)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc188530>,CCC(C)C(C)C(C)C1C(C)C1C(C)CC,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1884e0>,COCC(C#N)(C(C)C)C(C)(C(C)C#N)S(C)(=O)=O,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc188580>,CCC(CCCCCCC(C)C)C(F)C(C#N)C(F)CF,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1885d0>,CCCCC(CCC(C)(F)C(F)(F)F)C(C)C(=O)OC,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc188620>,CC12CCCC1(C(F)(F)C(F)(F)F)COC2=O,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1886c0>,COC1CC2CC13C(C=O)C3C2(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc188670>,CCC1(C)CC2(C)C(C)C12C(C)S(=O)(=O)C(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc188760>,CCCC(F)CC(C)(F)C(C)(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1887b0>,CC1C2C1(C)CC13C4CC4CC1C23C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc188800>,CCCC(CC)C(=O)C(C#N)(CC)C(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc188710>,CCC(C)(C(C)(C)C)C(C)(C)C(C)(C)CC#N,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1888a0>,CCC(C)(C)CCCC(F)C(F)C(C)CC(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc188850>,CO[Si](C)(C)CCC(C)(C)C(Cl)C(C)(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1888f0>,CCC1CC(C(C)C)(C(F)(F)F)CCS1(=O)=O,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc188990>,CC(CCS(C)(=O)=O)C(C)(C)C(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc188940>,CCC1(C)CS(=O)(=O)CC(C#N)C1C(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1889e0>,CC(C)CS(=O)(=O)CC(C(C)C=O)C(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc188a80>,CCCCCCS(=O)(=O)C(C)(CC)C(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc188ad0>,CCCCC(C)(F)C(F)(F)CCCCCC(C)CCC,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc188b20>,CCC(CCCS(C)(=O)=O)C(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc188b70>,CCCC(OC)C(CC(C)CC)CC(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc188bc0>,CC1CCC2C3C4C1CC1C4C3C21C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc188a30>,CC(CCC1CCC(F)(F)C1)CC1(C)CC(F)C(F)C1,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc188c10>,CC1CC2CC(C1)C1C2C2C3C4CC(C4)N(C3C(C)C)C12C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc188c60>,FCF,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc188d00>,CCC(C)C(F)CCCCCC(C(C)F)C(C)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc188d50>,CCC(CCC1CCC(C(F)(F)F)P1)C(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc188da0>,CCCCCC(C(C#N)CCC)C(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc188cb0>,CCC1C2CC(C)(C(C)C1CC)C1C3C4CC(C5CC54)C3C21,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc188e40>,COC1(C)C2C(C)CC(C)(C(C)C)C21C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc188df0>,CCC1C(C)C(C)C2C(C)C(C#N)C(C)C12C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc188e90>,CCC(C)C(CC)(CC(C)C)C(C)(C)C(C)C(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc188ee0>,CCC1(C#N)C(C)(C)C1(C)S(=O)(=O)C(C)C#N,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc188f80>,CCCC(C)C(F)(F)S(=O)(=O)C(C)CCC,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc189030>,CCCCC(CC(C)C(C)C#N)CC(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc189080>,CCC(CCCC(C)C(F)(F)F)SC,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc188f30>,CCC1C2(C)C(C)C(C=O)C(C)(C)C12C#N,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1890d0>,CCC(C)CC(=O)OC(C(C)(F)F)C(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc189170>,COC(C)(C)C1C2CC2(C(C)C)C1(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc189120>,CCC(C)C(C(C)C)C(C)C(C)CC(CC)C(C)C(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc189210>,CC(F)C1CC2C3CC2C13C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1891c0>,CCC1C(S(=O)(=O)C=O)C(C)(C(F)(F)F)CN1C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1892b0>,CCCC1CC(C#N)(C(F)(F)F)CS1(=O)=O,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc189260>,CCC(C)C(C)C(C)(C1CC(C)C(C)C1)C(C)(C)C(C)CC,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc189350>,COC(=O)CC(F)(F)CC(C)CC(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc189300>,CCC(C(C)C(C)C)C(CC)C(C)C(C)C(C)P,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1893a0>,CCCS(=O)(=O)C(C)C(C(C)C)C1C(C)C1C#N,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc189440>,CCCC1CC2C3C1(C)C23C(C)C(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc189490>,CCC1C2CC2(C)C2C(C)C12N(C)C(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1894e0>,CCCC(=O)C(C)(CC(C)C#N)C(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1893f0>,CCC(C(C)C)C1(C)C(C)(C)C1(C)S(=O)(=O)OC,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc189580>,CCCCC(C)(CCC(F)(F)F)C(C#N)CC,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1895d0>,CC(C#N)CC1(C)C(C)C2C(C)C2(C)C1C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc189530>,CCC1C(C)OC2C(C(C)C(C)C(C)N(C)C)N12,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc189670>,CCC1([Si](Cl)(Cl)Cl)CCCC1C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1896c0>,CC(C)C1C(C)C2(C(C)C)C(C)CC12C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc189710>,CCCC(CCC(Cl)(Cl)Cl)C(C)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc189760>,CCCC1C(C)C2C(C)(C)C(C)C12C(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1897b0>,CCC(C1CC1)C(Cl)C(Cl)C(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc189620>,CCC1(C)C2C(C)CC3C(C2C)C2(C)C(C)C3(C)CC12,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc189850>,CC(F)(F)C(C)(C)CCS(C)(=O)=O,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc189800>,CC1CC23OC45C6CC1C2CC(C34)C5(C)C6C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1898f0>,CCOCCCS(=O)(=O)C(C(C)C)C(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1898a0>,CC1CC(C)(C)C(C)C1(C)C(C)C(C)(C)P,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc189940>,CC(C)C(C)(C#N)O[Si](C)(C)C(C)(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1899e0>,CCC1(C)C2C(C)C(CC#N)C(C)(C)C21C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc189a30>,CCCCC1(C#N)CC(C)C(C(F)(F)F)C1,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc189a80>,CCC(C=O)C(CC)C(C)CC(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc189990>,CC(C(CCN(C)C1CC1)C(C)(C)C)C(C)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc189ad0>,CCCC(C)C1C(C)C(C)C2C1C1C(C)CC(C)C12C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc189b20>,CC[PH](OC(C)C)(O[Si](C)(C)[Si](C)(C)C)[SiH2]C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc189bc0>,CCC12CCC34C5C(C=O)C(C)C1C53C24,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc189b70>,CCC(=O)C(=O)C(Cl)(Cl)C(Cl)C(Cl)(Cl)Cl,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc189c10>,CC1C(C(=O)C(CCC#N)C(F)(F)F)CC2CC21C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc189cb0>,CCC(CCCCC(SC)C(F)(F)F)C(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc189c60>,CC1C2CC(C(Cl)Cl)C3(SCCS3)C2C1(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc189d50>,CCC(CCC(C)P=O)C(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc189d00>,CCC(C)C(C)S(=O)(=O)C1C(C)C1C(C#N)N(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc189da0>,CCC1(C=O)C(C)CC(C(F)(F)F)C1(C)C=O,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc189e40>,CCC1(C)CCCCC1C(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc189df0>,COC(C)(C)C1C(C(C)=O)C2C(C(C)C)C21C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc189e90>,CCC(C)(CC#N)C(=O)C(C(C)C)C(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc189f30>,CCOC(CC)C(F)(F)S(=O)(=O)C(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc189f80>,CCC(C)C1C(C)C2(C)C(C)C(C)C12,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc189ee0>,CC(C(F)(F)F)S(=O)(=O)CC(C)(C=O)CC#N,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc186030>,CCCC1CC(CC(C)C)C1(C(C)C)C(C)(C)C(C)(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc186080>,CC1CC2C3CCC4(C)CC5C(C12)C1C5C3C14,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1860d0>,CC(C)C1(C)CC(C)(C)C(C)(C)C2C(C)(C)CC1(C)C2(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc186170>,CCC(C(C)C)C(C)C(C)C(C)(C)C(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc186120>,CC1CC2C3C(C)(C(C)(C)C(C)(C)C)CCC1(C)C23C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc186210>,CCCC(C)C(CC(F)(F)F)C(=O)C(C)C#N,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1861c0>,CCC(C)C(C)(C(C)C)C(C)C(C)C1CC2CC21,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc186260>,CSC(C)(C)C1CC2CC1C1C2C2C(C)C(C)C21,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc186300>,CCC(CC)N(C)CC(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc186350>,CCSC(CCCCC(F)(F)F)C(C)(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1863a0>,CC1OC2(C)C3CS(=O)(=O)C14C2C34C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1862b0>,CCC(C)(C)C1(C)C(C)(C(C)C)CC(C(C)C)C1(C)CC,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1863f0>,CC(F)CCCC(F)CC(C)(C)S(=O)(=O)C(C)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc186490>,COC(=O)OCC(F)OC(F)(F)C(C)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc186440>,CCC(C)(C#N)O[Si](C)(C)C(C)(C)C(C)(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1864e0>,CCC(CC(C)CN(C)C)S(=O)(=O)CC(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc186580>,CCCCC(CC)(CCC(C)CCCC#N)C(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc186530>,CCC(C(C(=O)OC)C(C(C)C)C(C)C)C(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1865d0>,CC1CC(C(F)(F)F)CC(C)S(=O)(=O)C1C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc186670>,CC(C)CC(CN(C)C1CCCCC1C)C(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1866c0>,COC(=O)OCCOCC(F)(F)C(F)(F)C(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc186710>,CCC1C(CC)C1(C(C)C)C(C)(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc186620>,CC1C2C3C(C=O)CC4C3C4C1C2S(C)(=O)=O,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1867b0>,CCC(CC)C1(C)C(OC)C1C(C)C(C)(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc186800>,CCC(C(C)C)C(C)C(C)C(C)(C)C(C)C,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc186760>,CC(=O)CC(C#N)C(C(C)CC=O)C(F)(F)F,-2.0,0.96,0.981,0.984
<rdkit.Chem.rdchem.Mol object at 0x7f54dc1868a0>,CCC(C)C1(C(C)C#N)C(C)C(C)C1CC,-2.0,0.96,0.981,0.984
