molecule,smiles,validity,unique,novelty
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c6d00>,COC1CC2CN(C1)C(C)(CN(C)C)C(C)(C)C2C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c6da0>,CC(C)CC1CCCCCCCP1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c6df0>,CCCCC(C(C)C=O)C(C)S(C)(=O)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c6e40>,CCC12CC3CC(C1)C(C3)C2OC(=O)OC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c6e90>,CCCS(=O)(=O)C(CC)CCCC(C)C(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c6ee0>,CCCC(CCCS(=O)(=O)CC)C(=O)OC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c6f30>,CCCCCCC(CC)C(CCC)OC(=O)C(C)CC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c6d50>,CCC(=O)C(C(C)C(C)=O)C(C)N(C)C(C)CC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c7030>,CCOC(=O)CCCC1CCCC1C(F)(F)F,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c7080>,COC1COC(=O)OC2COC(=O)OC2C1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c70d0>,CCCCCCCC(C)C(C)C(CC)C(C)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c6f80>,CC1(CS(=O)(=O)C=O)CS(=O)(=O)CC1C=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c7170>,CCC1(CCCC#N)CCS(=O)(=O)C1C(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c71c0>,COC(=O)OCC(OC(C)=O)C(OC(C)=O)SC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c7210>,CCCC(=O)C(=O)C(=O)C(C)C1CCCCC1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c7260>,CCCCCCC(CC)CCC(C=O)C(=O)OCC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c72b0>,CCC(C)C(=O)CC(C#N)(CC)CC(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c7300>,CCC(C)C(=O)C(C)(C#N)CC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c7350>,CCCS(=O)(=O)CC(C#N)C1CC1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c7120>,CCC(C)CC(COC(=O)OC)(OC(=O)OC)N(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c73f0>,CCCS(=O)(=O)CCCN(C)C(C)C1(C)CC1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c7440>,CCCCCCOB(OCC)SC(C)CCCC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c7490>,CCCCCCCCC(C)C(C)CCCCCCC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c74e0>,CCCC1(C=O)CCC(CN(C)C)COC(=O)O1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c7530>,CCCC(C)CCCC(C=O)S(=O)(=O)C(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c7580>,CCCC(C=O)C(C=O)C(C)CC(=O)CC#N,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c75d0>,CC(C)C1CC(C(C)C)C2(CC2)CC1C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c7620>,CCCC(CCCC(CC=O)S(=O)(=O)CC)OC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c7670>,CCC(C)CC1C(CCCC#N)C1(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c76c0>,CCCCCC(C(=O)CC)C(=O)OC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c7710>,CCC(CC#N)CS(=O)C(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c7760>,CCCC(C)CCC(=O)CC1(CC(=O)OC)CC1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c77b0>,CCC1CC(C)CCC(C(=O)OC(C)C)C1C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c7800>,CCC(CC)(CCCCS(=O)(=O)CC)C(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c73a0>,CCCCC(C(C)(CC)OC(C)=O)S(C)(=O)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c78a0>,CCC1OC(=O)OC(C)C(C)CC2CCCC21,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c7850>,CCC1(C)OC(C)S(=O)(=O)CC2(C)CCCC21,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c7940>,CCCCC(CCC1CCCCC1)C(=O)CC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c78f0>,CC(C)CCCC(C)C(C)(CC=O)S(C)(=O)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c79e0>,CCCCC(CCC)CCCCC1(OC(=O)OC)CO1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c7a30>,CCCCCCCC(CCC)CC(C)(C)C=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c7990>,CCC(OC)C(C(CC=O)C(C)=O)S(C)(=O)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c7ad0>,CCOC(=O)OCC(CCCOC)N(C)C(C)CC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c7b20>,CCC1(C#N)CCCC(C2CCCC2)C(=O)C1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c7b70>,COC(=O)C12CCCC1CC2C(Cl)Cl,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c7a80>,CCCC1(CC)CCC2C(CC(=O)C3(C)CCCC23)C1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c7c10>,CC(C#N)C1(C)CC(=O)C2CCCC21C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c7c60>,CCC(CC)CCC12CCCC(C)C1(C)C2,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c7cb0>,CCCCCOC(=O)CC(=O)OCC(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c7d00>,CCC(CCCC(C=O)CC(C)C#N)C(C)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c7d50>,CCC(C)CCCCS(=O)CCC(=O)OC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c7da0>,CCCC(C)C(Cl)C(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c7df0>,CCCC1CCCC2CC(C)(C)CCC2C1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c7bc0>,C/C(O)=N/C1=CSC([C]2SC=C(N)S2)=[S]1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c7e90>,CCC(C#N)CC(=O)C(CC)S(=O)(=O)C#N,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c7e40>,CC1OC(C)(C2(C)COC(=O)O2)C(=O)C1C=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c7f30>,CCCCCCC1CCCC2CCCC3CCC1C23,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c7f80>,CCC(C)(OC)C1CCOC(=O)OC(C=O)C1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c8030>,CCCCC(CC(C)CC(C)C#N)C(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c7ee0>,CC1CC2(C)CCC3(C)CS(=O)(=O)CC1C23,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c8080>,CCCC(=O)C(C(=O)C=O)C(=O)CC(=O)CC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c8120>,CCC(CC(C)C)C1CC(C(C)C)C1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c8170>,CCCCCCSCCCS(C)(=O)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c81c0>,CCC(C)OC(=O)OC(CC(C)=O)CC(=O)OC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c8210>,COC1OC(=O)OC1C(C)(C(C)C)C(C)C#N,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c80d0>,COC(=O)C(C)(CCF)CCC(F)(F)F,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c8260>,CCC1C(C=O)OC(C(C)C=O)C1CC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c8350>,CCCCCCC(C)(C)CCCCOC(C)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c8300>,CCC1CC(C#N)C(C)(C)C1(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c2530>,CCCC(=O)C(C)CC(C)(C)C(=O)CCC(=O)CC(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c83f0>,CCC(=O)OCCCCC(CC)C(=O)OC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c83a0>,CCC(C)C1C(C)CC(C)C(C2CC2)S1(=O)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c8440>,CCOC(=O)OC(CCCCC(=O)C(C)C)C(C)CC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c84e0>,CC1OC(=O)OCOC1CC1CCS(=O)(=O)C1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c8530>,CC(CC#N)CCCC(CC=O)C(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c8490>,CCC1CC(C)S(=O)(=O)C1N(C)C1(C)CCC1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c85d0>,CCN(C)CCCC(C)C(C=O)COC(=O)OC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c8580>,CCCC12OC(=O)OC1C1(C)COC2C1CN(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c8670>,CCC(=O)C(C)(C=O)CCC(=O)OC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c86c0>,CC(C)C1CCS(=O)(=O)C(C2CCO2)C1=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c8710>,CC12CC(=O)CCC(CCOC(=O)C1)C2,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c8620>,CC(C=O)C1C(=O)C(OCC#N)C(C)S1(=O)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c8760>,CCCC(C)C(C)(C)[Si]OCC(C)CCCC(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c8800>,COC(=O)COC(=O)OC(C)CN(C)CC#N,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c8850>,CCC(C)OC(=O)OCCN(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c88a0>,CC(C)CC(C)C(F)CCC(C)CC(F)C(C)F,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c88f0>,CCCC(C)(C)CCC(C(C)C)C(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c8940>,CC(C)(C#N)C(F)(F)CCS(C)(=O)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c8990>,COC(=O)C1CC(C(C)(C)C)C1(C)SC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c87b0>,CCCOC(=O)OCCC(C)CC(C)(CN(C)C)N(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c89e0>,COC(=O)CCCC(C)C(CCC(C)C(=O)OC)C(C)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c8a80>,CCOC(=O)OC(CC=O)COC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c8ad0>,CCCC(C)CC(CS(=O)(=O)CCC)N(C)CCC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c8b20>,CC[C@@H]1C=COC(C)=C1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c8b70>,CCCCC(C)CCCC(C)(C)C(C)CC(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c8bc0>,CCCCC(C)CCC(C(C)=O)C(C)C(=O)OC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c8a30>,CC1OC(=O)OC2(C)CC(N(C)C)CC12CCCN(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c8c60>,CC1OC(=O)OCCC1OCCN(C)C(=O)C#N,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c8cb0>,CCCC1(CC)C(=O)OC(C)C(CC)C1C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c8d00>,CCC1OC(=O)OC1C1(C)CCC(CC)(OC)C1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c8d50>,CCCC(C=O)OC(=O)OC(C)CCOC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c8da0>,CCC1OC(=O)OCC1CN(C=O)C(C)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c8c10>,CCC(C(C)(C)CC=O)S(=O)(=O)CC(C)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c8e40>,CC(C)CC(C)C(C)C1CCCC1C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c8e90>,COC(=O)CCC(C)(C)CCCC(=O)C=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c8ee0>,CC1C(CC=O)(CCC=O)OC(=O)S1(=O)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c8f30>,CCCOC(CN(C)C)OC(=O)OCCOC(C)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c8f80>,CCC1(C#N)CCC(=O)C2C(C)CCC21C=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301c8df0>,CC1CC(C)N(C)C(C)(CCN(C)C)COC(=O)O1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cd030>,CC12CCCC3CC34C1C(C4(C)C)S(=O)(=O)C2,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cd080>,CCC1CCC(C)CC2OC(=O)C(C1)S2(=O)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cd0d0>,CCC1C(C)CCC(=O)OC(C(C)=O)S1(=O)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cd170>,CCCCCCCCCSCN(CC)C(=O)C(F)F,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cd120>,CC(CC=O)C1CCCCS(=O)(=O)C2(C)CC12,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cd210>,CCCC(CC)OC(=O)OC(COC)CC(C)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cd1c0>,CC(=O)C1C(C)C(C#N)S(=O)(=O)C1CC(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cd2b0>,CCCC1CCCC2(C#N)CCC(CC1)C2,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cd300>,CC(C)C1CC(C=O)C(C)C(C#N)CCC1=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cd350>,CC1CC2OC(=O)OC(CCCC=O)OC2C1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cd3a0>,CCCC(C)CC(C)CCC(C#N)C=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cd3f0>,CCCCC(F)(F)C(C)(F)F,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cd260>,CCC1(C)CC(=O)C(C#N)(C(C)C)CC(C)C1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cd440>,CCN(C)CC1(C(C)(CC)COC)COC(=O)OC1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cd4e0>,CCCCCCOC(=O)OCCN(C)CCC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cd490>,CCCOC(=O)OC1CC(=O)N(C)C1C(C#N)OC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cd530>,CCCC1C(C)C(C(C#N)(C#N)C=O)S1(=O)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cd5d0>,CCCC(C=O)(CCCOCC=O)CC(C)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cd580>,CC1CC2C(C=O)C2C1S(=O)(=O)CC(=O)C#N,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cd670>,CC(CC1CC(CC=O)CC1C#N)C(C)(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cd6c0>,CCCCCSCC(C)CCCCC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cd620>,CC1CCC(C(C)(C)C)OC(=O)C(C)(C=O)C1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cd760>,CCC1(C)CC(C23CCC(CC2)C3C)C1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cd7b0>,CCCCC(CCCC(C)=O)CCC(C)C#N,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cd800>,CCC12CC(CCCC(=O)C(C=O)C1)OC2=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cd850>,CCC1CC2(OC)CC3OC(=O)OC3(CN1C)C2,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cd8a0>,CCCC(C)CC(C)CC(CC)CCN(C)CC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cd710>,CC1CC2C(C1N(C)C)N(C)CCC2N(C)C(=O)N(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cd940>,CC(C)CCCC(C=O)CCC(C#N)C=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cd990>,CC(=O)CCCCCCCCC(C#N)C(C)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cd9e0>,CCCC(=O)C1C(CC2CC2)CCCS1(=O)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cd8f0>,COOC(=O)OC1(C)C(C)(C)CCC(OC)CC1(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cda80>,CCC(=O)CCCCCCCCC(C)C=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cdad0>,CCCCC(CCC(C)CC(C#N)CC)CC(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cdb20>,CC1CCCC2C(C1)CS(=O)(=O)CC1CC12,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cdb70>,CCC1CC(=O)C(C(C)C)C2CC(C=O)C12,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cdbc0>,CC1(C#N)COC(=O)OCCC2CC1(C)O2,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cdc10>,CCCC(CCCCN(C)C)OC(=O)OCCN(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cdc60>,CCC(C)(C)CCC(C)COC(=O)OC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cda30>,CC(C)CCC(C)C(C=O)C(=O)S(C)(=O)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cdd00>,CC(C)C1CCCC(C2COC(=O)OC2C)C1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cdcb0>,COC(=O)C1(C(C)C)CCN(C)CCOC(=O)O1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cdda0>,CC(C#N)CCCC(C)OC(=O)CS(C)(=O)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cddf0>,COCCC(C)C1CCCOC(=O)OC1(C)CN(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cde40>,CCCCCC(C=O)C(CC)C(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cdd50>,CCC1C(=O)C(C)(C(C)CC)CC(C)(C)C1C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cdee0>,COC1(C)CN(C)CCCC2OC(=O)OC21,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cdf30>,CCCCCCCCCC(=O)OCCS(=O)(=O)OC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cdf80>,CCCCCCC(=O)OC(C)(CC)COCC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cb030>,CCCCCCCC1(C(OC)C2CCCCC2)CCCC1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cb080>,CC1CC2CC(=O)C1C1C(C2)CS1(=O)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cb0d0>,CSCC(CCCCC=O)C(C)(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cde90>,CCC(C)CC(C)(C)C(C)(C(C)C)C(C)C#N,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cb170>,CCCC12C(C)CC(C)C1(C#N)C2CC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cb120>,CN1C(=O)CC(C)(C=O)COC(=O)OCC1(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cb210>,CCCCCCCC1CC2CC(=O)N2C1C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cb260>,CCC1OC(=O)OC(C)C(CCN(C)C)CC1COC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cb1c0>,CCC(C)(C)C(COC(=O)OCC(C)CN(C)C)N(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cb2b0>,COC(=O)C1C(C)C(C)C(=O)C(C(C)C)C1C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cb350>,CC1CN(C=O)CC12COC(=O)OC2CN(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cb3a0>,CCCC(C)C(=O)C(C)CC1CCCCC1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cb3f0>,CC1CC2CCC(C2)C1(C)OC=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cb440>,CCCC1(CCC#N)CCC(C=O)CS1(=O)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cb490>,CCC(F)CCCC(=O)OC(F)(F)C(C)CC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cb4e0>,CCCCCCC(OC)C(CC)C(C)(C)CCCC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cb530>,CC(C)C1CCCCC(C)(CC#N)CC1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cb300>,COC(C)CC1CCC(C)(S(C)(=O)=O)C(C)(C)C1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cb5d0>,CC(C)CC1C2C3CC(CS3(=O)=O)C12C=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cb580>,CCC(C)CS(=O)(=O)C(C)(C)C(C)(C)CC#N,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cb670>,CCCCC(=O)OC(C(=O)OC)C1CC2CC2C1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cb6c0>,CCS(=O)(=O)C(C)C(C)S(=O)(=O)Cl,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cb710>,CC1CCN(CCCOC(=O)OCCCN(C)C)C1,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cb760>,CCCOC(C)COC(=O)OC,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cb7b0>,CCCC(CCC)CC(C)C#N,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cb620>,CCC(C)(C)C(=O)CC(F)(F)CCCS(C)(=O)=O,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cb850>,CCC(C#N)C(C)(CC)C(C)C,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cb8a0>,CCC(C)C(CC)C1C2CCC(C)C(OC)C21,0.996,1.0,0.938
<rdkit.Chem.rdchem.Mol object at 0x7f8f301cb8f0>,CCC1CCC(C(CC)CCCC=O)CC1,0.996,1.0,0.938
